run_directory,csv_row_index,event_type,derived_training_step,mapping_status,evidence,checkpoint_match
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5286,training,5287,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5287,training,5288,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5288,training,5289,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5289,training,5290,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5290,training,5291,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5291,training,5292,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5292,training,5293,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5293,training,5294,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5294,training,5295,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5295,training,5296,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5296,training,5297,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5297,training,5298,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5298,training,5299,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5299,training,5300,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5300,training,5301,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5301,training,5302,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5302,training,5303,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5303,training,5304,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5304,training,5305,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5305,training,5306,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5306,training,5307,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5307,training,5308,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5308,training,5309,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5309,training,5310,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5310,training,5311,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5311,training,5312,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5312,training,5313,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5313,training,5314,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5314,training,5315,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5315,training,5316,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5316,training,5317,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5317,training,5318,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5318,training,5319,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5319,training,5320,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5320,training,5321,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5321,training,5322,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5322,training,5323,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5323,training,5324,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5324,training,5325,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5325,training,5326,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5326,training,5327,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5327,training,5328,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5328,training,5329,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5329,training,5330,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5330,training,5331,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5331,training,5332,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5332,training,5333,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5333,training,5334,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5334,training,5335,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5335,training,5336,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5336,training,5337,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5337,training,5338,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5338,training,5339,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5339,training,5340,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5340,training,5341,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5341,training,5342,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5342,training,5343,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5343,training,5344,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5344,training,5345,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5345,training,5346,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5346,training,5347,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5347,training,5348,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5348,training,5349,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5349,training,5350,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5350,training,5351,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5351,training,5352,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5352,training,5353,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5353,training,5354,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5354,training,5355,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5355,training,5356,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5356,training,5357,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5357,training,5358,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5358,training,5359,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5359,training,5360,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5360,training,5361,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5361,training,5362,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5362,training,5363,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5363,training,5364,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5364,training,5365,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5365,training,5366,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5366,training,5367,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5367,training,5368,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5368,training,5369,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5369,training,5370,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5370,training,5371,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5371,training,5372,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5372,training,5373,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5373,training,5374,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5374,training,5375,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5375,training,5376,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5376,training,5377,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5377,training,5378,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5378,training,5379,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5379,training,5380,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5380,training,5381,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5381,training,5382,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5382,training,5383,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5383,training,5384,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5384,training,5385,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5385,training,5386,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5386,training,5387,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5387,training,5388,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5388,training,5389,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5389,training,5390,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5390,training,5391,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5391,training,5392,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5392,training,5393,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5393,training,5394,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5394,training,5395,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5395,training,5396,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5396,training,5397,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5397,training,5398,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5398,training,5399,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5399,training,5400,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5400,training,5401,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5401,training,5402,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5402,training,5403,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5403,training,5404,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5404,training,5405,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5405,training,5406,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5406,training,5407,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5407,training,5408,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5408,training,5409,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5409,training,5410,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5410,training,5411,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5411,training,5412,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5412,training,5413,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5413,training,5414,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5414,training,5415,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5415,training,5416,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5416,training,5417,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5417,training,5418,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5418,training,5419,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5419,training,5420,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5420,training,5421,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5421,training,5422,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5422,training,5423,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5423,training,5424,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5424,training,5425,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5425,training,5426,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5426,training,5427,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5427,training,5428,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5428,training,5429,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5429,training,5430,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5430,training,5431,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5431,training,5432,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5432,training,5433,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5433,training,5434,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5434,training,5435,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5435,training,5436,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5436,training,5437,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5437,training,5438,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5438,training,5439,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5439,training,5440,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5440,training,5441,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5441,training,5442,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5442,training,5443,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5443,training,5444,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5444,training,5445,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5445,training,5446,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5446,training,5447,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5447,training,5448,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5448,training,5449,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5449,training,5450,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5450,training,5451,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5451,training,5452,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5452,training,5453,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5453,training,5454,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5454,training,5455,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5455,training,5456,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5456,training,5457,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1238,5457,training,5458,derived,row_index+1; 20000 rows == train_batches 20000,
